2.410000000000000000e+02,1.280000000000000000e+02
4.600000000000000000e+02,5.600000000000000000e+01
8.560000000000000000e+02,1.620000000000000000e+02
7.870000000000000000e+02,1.330000000000000000e+02
7.240000000000000000e+02,9.000000000000000000e+01
5.210000000000000000e+02,9.200000000000000000e+01
3.060000000000000000e+02,1.470000000000000000e+02
1.060000000000000000e+02,1.030000000000000000e+02
7.570000000000000000e+02,1.070000000000000000e+02
3.720000000000000000e+02,1.530000000000000000e+02
8.300000000000000000e+02,1.520000000000000000e+02
4.950000000000000000e+02,7.700000000000000000e+01
7.510000000000000000e+02,1.090000000000000000e+02
3.270000000000000000e+02,1.580000000000000000e+02
8.510000000000000000e+02,1.590000000000000000e+02
3.160000000000000000e+02,1.600000000000000000e+02
3.270000000000000000e+02,1.600000000000000000e+02
4.710000000000000000e+02,5.300000000000000000e+01
1.800000000000000000e+01,1.080000000000000000e+02
3.180000000000000000e+02,1.660000000000000000e+02
2.350000000000000000e+02,1.320000000000000000e+02
8.030000000000000000e+02,1.410000000000000000e+02
7.790000000000000000e+02,1.260000000000000000e+02
2.580000000000000000e+02,8.400000000000000000e+01
5.410000000000000000e+02,1.150000000000000000e+02
7.670000000000000000e+02,1.700000000000000000e+02
4.920000000000000000e+02,8.400000000000000000e+01
5.780000000000000000e+02,1.090000000000000000e+02
2.590000000000000000e+02,1.030000000000000000e+02
2.570000000000000000e+02,1.900000000000000000e+02
7.570000000000000000e+02,8.900000000000000000e+01
1.510000000000000000e+02,2.450000000000000000e+02
7.390000000000000000e+02,2.430000000000000000e+02
6.760000000000000000e+02,1.040000000000000000e+02
5.470000000000000000e+02,1.100000000000000000e+02
5.070000000000000000e+02,9.900000000000000000e+01
3.191999816894531250e+02,1.595999908447265625e+02
3.267999877929687500e+02,1.576999969482421875e+02
1.120999984741210938e+02,1.995000000000000000e+02
1.045000000000000000e+02,1.025999984741210938e+02
3.135000000000000000e+02,1.595999908447265625e+02
8.037000122070312500e+02,1.405999908447265625e+02
7.847000122070312500e+02,1.291999969482421875e+02
2.185000000000000000e+02,1.386999969482421875e+02
7.675999755859375000e+02,1.671999969482421875e+02
1.235000000000000000e+02,1.823999938964843750e+02
7.790000000000000000e+02,1.254000015258789062e+02
7.600000000000000000e+02,1.082999954223632812e+02
2.090000000000000000e+02,7.219999694824218750e+01
1.520000000000000000e+02,7.219999694824218750e+01
1.215999984741210938e+02,1.975999908447265625e+02
7.238999633789062500e+02,8.929999542236328125e+01
1.101999969482421875e+02,2.090000000000000000e+02
1.368000030517578125e+02,1.120999984741210938e+02
2.336999969482421875e+02,1.310999908447265625e+02
