1.110000000000000000e+02,5.100000000000000000e+01
1.140000000000000000e+02,5.400000000000000000e+01
1.140000000000000000e+02,5.600000000000000000e+01
1.120000000000000000e+02,5.700000000000000000e+01
3.898799743652343750e+02,1.155199966430664062e+02
1.191299972534179688e+02,3.032399902343750000e+02
2.021599884033203125e+02,3.032399902343750000e+02
2.093799896240234375e+02,3.140699768066406250e+02
5.234500122070312500e+02,3.754400024414062500e+02
2.021599884033203125e+02,4.404199829101562500e+02
2.238199920654296875e+02,4.440299987792968750e+02
3.429499816894531250e+02,4.440299987792968750e+02
2.382599945068359375e+02,5.198399658203125000e+02
3.292319946289062500e+02,2.126289978027343750e+02
3.086549987792968750e+02,2.263469848632812500e+02
3.429499816894531250e+02,2.332059936523437500e+02
2.949369812011718750e+02,2.537829895019531250e+02
3.566679992675781250e+02,3.292319946289062500e+02
3.978219909667968750e+02,3.772449951171875000e+02
4.115399780273437500e+02,3.978219909667968750e+02
2.675009765625000000e+02,4.252579956054687500e+02
3.429499816894531250e+02,4.389759826660156250e+02
3.498089904785156250e+02,4.869889831542968750e+02
